ticket_id,ticket_no,passenger_id,flight_id,seat,class,price_usd,booking_date,statuss
T0022428,TK4428,P000420,FL002428,15A,Economy,1051,6/11/2025,Checked-In
T0022429,TK4429,P000169,FL002429,11A,Economy,5702,6/12/2025,Booked
T0022430,TK4430,P000537,FL002430,50C,Premium Economy,8129,6/13/2025,Booked
T0022431,TK4431,P004619,FL002431,43F,Economy,1100,6/14/2025,Checked-In
T0022432,TK4432,P000506,FL002432,10A,Economy,1224,6/15/2025,Booked
T0022433,TK4433,P000415,FL002433,43A,Economy,5426,6/16/2025,Checked-In
T0022434,TK4434,P003548,FL002434,13C,Economy,859,6/17/2025,Checked-In
T0022435,TK4435,P000261,FL002435,23A,Economy,992,6/18/2025,Booked
T0022436,TK4436,P002759,FL002436,14B,Economy,1247,6/19/2025,Booked
T0022437,TK4437,P000552,FL002437,9D,Economy,940,6/20/2025,Booked
T0022438,TK4438,P000150,FL002438,31B,Economy,4765,6/21/2025,Booked
T0022439,TK4439,P002982,FL002439,38F,Economy,962,6/22/2025,Cancelled
T0022440,TK4440,P003788,FL002440,42D,Economy,1921,6/23/2025,Cancelled
T0022441,TK4441,P000839,FL002441,29C,Economy,2598,6/24/2025,Booked
T0022442,TK4442,P001387,FL002442,26B,Economy,6564,6/25/2025,Booked
T0022443,TK4443,P000615,FL002443,59F,Economy,5527,6/26/2025,Booked
T0022444,TK4444,P000338,FL002444,29F,Business,21683,6/27/2025,Checked-In
T0022445,TK4445,P000259,FL002445,43B,Economy,5501,6/28/2025,Booked
T0022446,TK4446,P002937,FL002446,47D,Economy,522,6/29/2025,Cancelled
T0022447,TK4447,P000503,FL002447,9D,Economy,993,6/30/2025,Booked
T0022448,TK4448,P000237,FL002448,8C,Economy,955,7/1/2025,Booked
T0022449,TK4449,P003566,FL002449,41E,Economy,4974,7/2/2025,Booked
T0022450,TK4450,P002131,FL002450,44C,Economy,4171,7/3/2025,Booked
T0022451,TK4451,P000152,FL002451,35B,Economy,6017,7/4/2025,Booked
T0022452,TK4452,P003843,FL002452,49E,Premium Economy,9108,7/5/2025,Booked
T0022453,TK4453,P002886,FL002453,34D,Business,3011,7/6/2025,Booked
T0022454,TK4454,P004516,FL002454,20F,Business,25608,7/7/2025,Booked
T0022455,TK4455,P004277,FL002455,23C,Business,8565,7/8/2025,Checked-In
T0022456,TK4456,P000561,FL002456,15C,Economy,3874,7/9/2025,Booked
T0022457,TK4457,P002337,FL002457,36F,Economy,4837,7/10/2025,Checked-In
T0022458,TK4458,P001836,FL002458,5F,Premium Economy,2217,7/11/2025,Booked
T0022459,TK4459,P000428,FL002459,57F,Economy,1178,7/12/2025,Checked-In
T0022460,TK4460,P000958,FL002460,54D,Economy,828,7/13/2025,Booked
T0022461,TK4461,P002139,FL002461,44D,Economy,660,7/14/2025,Booked
T0022462,TK4462,P002148,FL002462,26E,Economy,4581,7/15/2025,Booked
T0022463,TK4463,P000594,FL002463,1A,Business,10028,7/16/2025,Booked
T0022464,TK4464,P002738,FL002464,17A,Premium Economy,3958,7/17/2025,Checked-In
T0022465,TK4465,P003867,FL002465,9C,Economy,5877,7/18/2025,Booked
T0022466,TK4466,P000995,FL002466,58B,Economy,5929,7/19/2025,Booked
T0022467,TK4467,P003939,FL002467,14A,Premium Economy,3512,7/20/2025,Booked
T0022468,TK4468,P002606,FL002468,17F,Business,8519,7/21/2025,Checked-In
T0022469,TK4469,P000147,FL002469,13E,Business,19164,7/22/2025,Booked
T0022470,TK4470,P000193,FL002470,49F,Economy,1193,7/23/2025,Booked
T0022471,TK4471,P004153,FL002471,43B,Premium Economy,3684,7/24/2025,Booked
T0022472,TK4472,P002673,FL002472,24A,Premium Economy,9158,7/25/2025,Checked-In
T0022473,TK4473,P000548,FL002473,34D,Economy,1824,7/26/2025,Booked
T0022474,TK4474,P004276,FL002474,11E,Premium Economy,8686,7/27/2025,Checked-In
T0022475,TK4475,P000144,FL002475,3F,Economy,768,7/28/2025,Booked
T0022476,TK4476,P000099,FL002476,46F,Economy,840,7/29/2025,Booked
T0022477,TK4477,P000753,FL002477,30E,Economy,4672,7/30/2025,Booked
T0022478,TK4478,P000149,FL002478,38C,Economy,952,7/31/2025,Cancelled
T0022479,TK4479,P000712,FL002479,27C,Premium Economy,7292,8/1/2025,Booked
T0022480,TK4480,P001627,FL002480,20C,Economy,724,8/2/2025,Booked
T0022481,TK4481,P004374,FL002481,31F,Economy,2247,8/3/2025,Booked
T0022482,TK4482,P004534,FL002482,18C,Economy,1518,8/4/2025,Booked
T0022483,TK4483,P002577,FL002483,4C,Premium Economy,8106,8/5/2025,Booked
T0022484,TK4484,P000925,FL002484,50D,Economy,4775,8/6/2025,Cancelled
T0022485,TK4485,P000214,FL002485,21C,Economy,632,8/7/2025,Booked
T0022486,TK4486,P000270,FL002486,31D,Economy,3250,8/8/2025,Cancelled
T0022487,TK4487,P004432,FL002487,51E,Premium Economy,8768,8/9/2025,Booked
T0022488,TK4488,P000306,FL002488,31A,Economy,5110,8/10/2025,Booked
T0022489,TK4489,P000928,FL002489,15C,Premium Economy,1317,8/11/2025,Booked
T0022490,TK4490,P000814,FL002490,41A,Economy,1806,8/12/2025,Booked
T0022491,TK4491,P000645,FL002491,24B,Premium Economy,2455,8/13/2025,Booked
T0022492,TK4492,P001854,FL002492,23B,Premium Economy,5663,8/14/2025,Cancelled
T0022493,TK4493,P000025,FL002493,30F,Economy,1136,8/15/2025,Booked
T0022494,TK4494,P002956,FL002494,3E,Business,19809,8/16/2025,Cancelled
T0022495,TK4495,P000560,FL002495,8A,Economy,3400,8/17/2025,Booked
T0022496,TK4496,P000904,FL002496,22A,Economy,801,8/18/2025,Checked-In
T0022497,TK4497,P000329,FL002497,12E,Economy,6402,8/19/2025,Booked
T0022498,TK4498,P000743,FL002498,11A,Business,12144,8/20/2025,Booked
T0022499,TK4499,P001570,FL002499,49B,Economy,3486,8/21/2025,Booked
T0022500,TK4500,P001352,FL002500,53D,Economy,4980,8/22/2025,Booked
T0022501,TK4001,P002645,FL000001,48D,Economy,913,8/23/2025,Booked
T0022502,TK4002,P002710,FL000002,32E,Business,12504,8/24/2025,Booked
T0022503,TK4003,P002980,FL000003,9C,Economy,3355,8/25/2025,Booked
T0022504,TK4004,P000074,FL000004,5B,Economy,5547,8/26/2025,Checked-In
T0022505,TK4005,P000092,FL000005,17D,Premium Economy,7399,8/27/2025,Cancelled
T0022506,TK4006,P003675,FL000006,55D,Economy,5438,8/28/2025,Cancelled
T0022507,TK4007,P001902,FL000007,51E,Economy,4644,8/29/2025,Booked
T0022508,TK4008,P000813,FL000008,3E,Economy,4367,8/30/2025,Booked
T0022509,TK4009,P000097,FL000009,51A,Economy,1878,8/31/2025,Cancelled
T0022510,TK4010,P004021,FL000010,16A,Premium Economy,6382,9/1/2025,Booked
T0022511,TK4011,P000849,FL000011,39F,Economy,738,9/2/2025,Booked
T0022512,TK4012,P000187,FL000012,56F,Premium Economy,7366,9/3/2025,Checked-In
T0022513,TK4013,P000723,FL000013,21F,Economy,4172,9/4/2025,Booked
T0022514,TK4014,P000028,FL000014,24F,Business,9366,9/5/2025,Booked
T0022515,TK4015,P000022,FL000015,58A,Premium Economy,9183,9/6/2025,Booked
T0022516,TK4016,P003161,FL000016,13E,Economy,3516,9/7/2025,Booked
T0022517,TK4017,P000751,FL000017,51B,Economy,1211,9/8/2025,Cancelled
T0022518,TK4018,P000527,FL000018,30B,Economy,5325,9/9/2025,Booked
T0022519,TK4019,P000745,FL000019,49F,Economy,4099,9/10/2025,Booked
T0022520,TK4020,P000158,FL000020,13B,Economy,2282,9/11/2025,Booked
T0022521,TK4021,P003386,FL000021,44D,Economy,5099,9/12/2025,Cancelled
T0022522,TK4022,P000004,FL000022,15E,Premium Economy,1346,9/13/2025,Booked
T0022523,TK4023,P000091,FL000023,12D,Premium Economy,8362,9/14/2025,Booked
T0022524,TK4024,P000899,FL000024,20D,Economy,4892,9/15/2025,Booked
T0022525,TK4025,P000632,FL000025,44D,Economy,3149,9/16/2025,Checked-In
T0022526,TK4026,P000770,FL000026,58D,Economy,1137,9/17/2025,Checked-In
T0022527,TK4027,P000941,FL000027,31A,Premium Economy,10170,9/18/2025,Booked
T0022528,TK4028,P002260,FL000028,41D,Economy,1337,9/19/2025,Booked
T0022529,TK4029,P000946,FL000029,44B,Economy,1788,9/20/2025,Booked
T0022530,TK4030,P000133,FL000030,29B,Economy,1237,9/21/2025,Cancelled
T0022531,TK4031,P002454,FL000031,52D,Economy,6541,9/22/2025,Booked
T0022532,TK4032,P000988,FL000032,13D,Economy,2961,9/23/2025,Booked
T0022533,TK4033,P000112,FL000033,9E,Economy,822,9/24/2025,Booked
T0022534,TK4034,P004803,FL000034,1D,Business,7026,9/25/2025,Booked
T0022535,TK4035,P004801,FL000035,29E,Premium Economy,1504,9/26/2025,Booked
T0022536,TK4036,P000571,FL000036,17D,Economy,5365,9/27/2025,Booked
T0022537,TK4037,P000187,FL000037,25C,Economy,2182,9/28/2025,Cancelled
T0022538,TK4038,P002799,FL000038,40B,Economy,1031,9/29/2025,Booked
T0022539,TK4039,P002939,FL000039,2F,Premium Economy,7469,9/30/2025,Booked
T0022540,TK4040,P000675,FL000040,48C,Economy,6232,10/1/2025,Booked
T0022541,TK4041,P000175,FL000041,57B,Premium Economy,8698,10/2/2025,Booked
T0022542,TK4042,P001604,FL000042,8D,Premium Economy,5777,10/3/2025,Checked-In
T0022543,TK4043,P003465,FL000043,45E,Economy,969,10/4/2025,Booked
T0022544,TK4044,P002613,FL000044,10E,Economy,1229,10/5/2025,Booked
T0022545,TK4045,P004920,FL000045,12A,Economy,3499,10/6/2025,Booked
T0022546,TK4046,P001512,FL000046,22F,Economy,732,10/7/2025,Checked-In
T0022547,TK4047,P000548,FL000047,28A,Economy,3679,10/8/2025,Booked
T0022548,TK4048,P002175,FL000048,26F,Economy,930,10/9/2025,Checked-In
T0022549,TK4049,P000444,FL000049,32E,Premium Economy,3596,10/10/2025,Booked
T0022550,TK4050,P000588,FL000050,12C,Premium Economy,3779,10/11/2025,Booked
T0022551,TK4051,P004214,FL000051,3C,Economy,1308,10/12/2025,Cancelled
T0022552,TK4052,P000182,FL000052,18C,Economy,6037,10/13/2025,Booked
T0022553,TK4053,P000104,FL000053,24F,Economy,1390,10/14/2025,Booked
T0022554,TK4054,P000132,FL000054,5F,Economy,5585,10/15/2025,Booked
T0022555,TK4055,P004343,FL000055,54E,Economy,1787,10/16/2025,Cancelled
T0022556,TK4056,P003676,FL000056,11C,Economy,5121,10/17/2025,Booked
T0022557,TK4057,P001092,FL000057,27A,Economy,2702,10/18/2025,Booked
T0022558,TK4058,P004044,FL000058,25E,Premium Economy,9939,10/19/2025,Cancelled
T0022559,TK4059,P000011,FL000059,12F,Economy,1169,10/20/2025,Booked
T0022560,TK4060,P000565,FL000060,54A,Economy,4319,10/21/2025,Booked
T0022561,TK4061,P000986,FL000061,57E,Business,19176,10/22/2025,Booked
T0022562,TK4062,P000826,FL000062,28C,Economy,4978,10/23/2025,Booked
T0022563,TK4063,P001817,FL000063,36D,Economy,4353,10/24/2025,Booked
T0022564,TK4064,P004939,FL000064,53F,Economy,5325,10/25/2025,Booked
T0022565,TK4065,P000105,FL000065,55D,Economy,5633,10/26/2025,Booked
T0022566,TK4066,P001600,FL000066,55C,Economy,2187,10/27/2025,Booked
T0022567,TK4067,P002174,FL000067,5A,Premium Economy,9039,10/28/2025,Booked
T0022568,TK4068,P000536,FL000068,47A,Economy,1298,10/29/2025,Cancelled
T0022569,TK4069,P000319,FL000069,55A,Economy,4820,10/30/2025,Booked
T0022570,TK4070,P000718,FL000070,11B,Economy,5042,10/31/2025,Booked
T0022571,TK4071,P001395,FL000071,56D,Economy,740,11/1/2025,Booked
T0022572,TK4072,P000698,FL000072,23B,Economy,1592,11/2/2025,Booked
T0022573,TK4073,P001887,FL000073,58C,Premium Economy,4856,11/3/2025,Booked
T0022574,TK4074,P000603,FL000074,7A,Premium Economy,2129,11/4/2025,Booked
T0022575,TK4075,P003946,FL000075,12C,Economy,5145,11/5/2025,Booked
T0022576,TK4076,P000213,FL000076,56F,Business,26611,11/6/2025,Booked
T0022577,TK4077,P000406,FL000077,11B,Economy,5076,11/7/2025,Booked
T0022578,TK4078,P001201,FL000078,5D,Premium Economy,6344,11/8/2025,Booked
T0022579,TK4079,P000032,FL000079,9D,Economy,5738,11/9/2025,Booked
T0022580,TK4080,P004582,FL000080,44F,Economy,774,11/10/2025,Booked
T0022581,TK4081,P000103,FL000081,17D,Business,10751,11/11/2025,Booked
T0022582,TK4082,P000457,FL000082,6A,Economy,6039,11/12/2025,Booked
T0022583,TK4083,P002847,FL000083,13B,Economy,4833,11/13/2025,Booked
T0022584,TK4084,P000027,FL000084,41E,Economy,4516,11/14/2025,Booked
T0022585,TK4085,P000579,FL000085,32F,Economy,3596,11/15/2025,Booked
T0022586,TK4086,P002325,FL000086,31C,Premium Economy,7686,11/16/2025,Booked
T0022587,TK4087,P000974,FL000087,59F,Economy,3791,11/17/2025,Checked-In
T0022588,TK4088,P000272,FL000088,22C,Economy,931,11/18/2025,Booked
T0022589,TK4089,P001059,FL000089,24B,Business,6769,11/19/2025,Booked
T0022590,TK4090,P002734,FL000090,36D,Business,14318,11/20/2025,Booked
T0022591,TK4091,P000078,FL000091,26F,Premium Economy,10018,11/21/2025,Booked
T0022592,TK4092,P000216,FL000092,56D,Premium Economy,7079,11/22/2025,Booked
T0022593,TK4093,P000272,FL000093,37B,Economy,5280,11/23/2025,Booked
T0022594,TK4094,P000271,FL000094,49E,Premium Economy,9402,11/24/2025,Booked
T0022595,TK4095,P000757,FL000095,31F,Economy,5600,11/25/2025,Checked-In
T0022596,TK4096,P001826,FL000096,59A,Business,21075,11/26/2025,Cancelled
T0022597,TK4097,P003416,FL000097,51A,Economy,4756,11/27/2025,Booked
T0022598,TK4098,P001740,FL000098,33B,Economy,4249,11/28/2025,Booked
T0022599,TK4099,P000195,FL000099,45A,Economy,3352,11/29/2025,Booked
T0022600,TK4100,P002014,FL000100,1E,Business,17164,11/30/2025,Booked
T0022601,TK4101,P000893,FL000101,4C,Economy,2575,12/1/2025,Booked
T0022602,TK4102,P000096,FL000102,23A,Economy,1794,12/2/2025,Booked
T0022603,TK4103,P000044,FL000103,30F,Business,20843,12/3/2025,Booked
T0022604,TK4104,P000963,FL000104,22B,Economy,1871,12/4/2025,Booked
T0022605,TK4105,P003073,FL000105,47C,Economy,1932,12/5/2025,Booked
T0022606,TK4106,P000256,FL000106,17F,Economy,3980,12/6/2025,Booked
T0022607,TK4107,P002420,FL000107,45E,Business,8083,12/7/2025,Booked
T0022608,TK4108,P004573,FL000108,23E,Economy,1991,12/8/2025,Cancelled
T0022609,TK4109,P003718,FL000109,57B,Economy,1671,12/9/2025,Booked
T0022610,TK4110,P000798,FL000110,39E,Economy,4748,12/10/2025,Booked
T0022611,TK4111,P000206,FL000111,3F,Economy,519,12/11/2025,Booked
T0022612,TK4112,P000071,FL000112,16A,Business,2997,12/12/2025,Checked-In
T0022613,TK4113,P000239,FL000113,47B,Economy,5376,12/13/2025,Booked
T0022614,TK4114,P000918,FL000114,24F,Economy,5658,12/14/2025,Booked
T0022615,TK4115,P000099,FL000115,52F,Economy,6215,12/15/2025,Booked
T0022616,TK4116,P000010,FL000116,38A,Economy,1200,12/16/2025,Checked-In
T0022617,TK4117,P000297,FL000117,59E,Economy,4175,12/17/2025,Booked
T0022618,TK4118,P001718,FL000118,41D,Premium Economy,8260,12/18/2025,Cancelled
T0022619,TK4119,P001108,FL000119,31E,Premium Economy,11394,12/19/2025,Cancelled
T0022620,TK4120,P001749,FL000120,36F,Economy,1882,12/20/2025,Checked-In
T0022621,TK4121,P002831,FL000121,13B,Economy,1123,12/21/2025,Booked
T0022622,TK4122,P000046,FL000122,11D,Economy,3805,12/22/2025,Booked
T0022623,TK4123,P000365,FL000123,39A,Economy,3280,12/23/2025,Booked
T0022624,TK4124,P004041,FL000124,45C,Economy,2158,12/24/2025,Booked
T0022625,TK4125,P000154,FL000125,32E,Premium Economy,8783,12/25/2025,Booked
T0022626,TK4126,P004163,FL000126,29E,Economy,5541,12/26/2025,Booked
T0022627,TK4127,P000143,FL000127,47F,Economy,5637,12/27/2025,Booked
T0022628,TK4128,P000960,FL000128,23B,Premium Economy,8857,12/28/2025,Checked-In
T0022629,TK4129,P003877,FL000129,37B,Economy,4358,12/29/2025,Booked
T0022630,TK4130,P003606,FL000130,39A,Economy,1193,12/30/2025,Booked
T0022631,TK4131,P004296,FL000131,50D,Economy,5834,1/1/2024,Booked
T0022632,TK4132,P000585,FL000132,43C,Economy,1987,1/2/2024,Cancelled
T0022633,TK4133,P000918,FL000133,6C,Economy,2113,1/3/2024,Checked-In
T0022634,TK4134,P000032,FL000134,58E,Premium Economy,1817,1/4/2024,Checked-In
T0022635,TK4135,P004666,FL000135,7A,Economy,1064,1/5/2024,Booked
T0022636,TK4136,P003824,FL000136,56D,Premium Economy,10361,1/6/2024,Booked
T0022637,TK4137,P001222,FL000137,54E,Premium Economy,1836,1/7/2024,Booked
T0022638,TK4138,P000235,FL000138,40F,Economy,1954,1/8/2024,Booked
T0022639,TK4139,P000138,FL000139,4A,Economy,5532,1/9/2024,Booked
T0022640,TK4140,P004571,FL000140,58B,Economy,1127,1/10/2024,Booked
T0022641,TK4141,P002813,FL000141,42A,Premium Economy,4635,1/11/2024,Booked
T0022642,TK4142,P000245,FL000142,12D,Business,10475,1/12/2024,Checked-In
T0022643,TK4143,P004006,FL000143,42F,Economy,985,1/13/2024,Booked
T0022644,TK4144,P004379,FL000144,4F,Economy,1048,1/14/2024,Cancelled
T0022645,TK4145,P000344,FL000145,56C,Economy,4798,1/15/2024,Booked
T0022646,TK4146,P000249,FL000146,49B,Economy,3570,1/16/2024,Booked
T0022647,TK4147,P000149,FL000147,9F,Economy,4145,1/17/2024,Booked
T0022648,TK4148,P000057,FL000148,52A,Economy,2087,1/18/2024,Booked
T0022649,TK4149,P000384,FL000149,58E,Economy,2801,1/19/2024,Booked
T0022650,TK4150,P000071,FL000150,26F,Economy,1652,1/20/2024,Booked
T0022651,TK4151,P000059,FL000151,15A,Economy,6606,1/21/2024,Booked
T0022652,TK4152,P000761,FL000152,13C,Economy,1612,1/22/2024,Checked-In
T0022653,TK4153,P004852,FL000153,56C,Economy,1722,1/23/2024,Checked-In
T0022654,TK4154,P000092,FL000154,25B,Economy,1323,1/24/2024,Checked-In
T0022655,TK4155,P003455,FL000155,20B,Business,26081,1/25/2024,Checked-In
T0022656,TK4156,P004318,FL000156,4B,Economy,5880,1/26/2024,Cancelled
T0022657,TK4157,P000095,FL000157,35A,Economy,1610,1/27/2024,Booked
T0022658,TK4158,P004248,FL000158,18F,Economy,5493,1/28/2024,Booked
T0022659,TK4159,P000533,FL000159,14F,Economy,1152,1/29/2024,Booked
T0022660,TK4160,P000076,FL000160,16B,Economy,4990,1/30/2024,Booked
T0022661,TK4161,P002979,FL000161,60C,Premium Economy,2743,1/31/2024,Booked
T0022662,TK4162,P000094,FL000162,23C,Economy,1160,2/1/2024,Booked
T0022663,TK4163,P002168,FL000163,17D,Economy,5388,2/2/2024,Booked
T0022664,TK4164,P000083,FL000164,46E,Economy,1257,2/3/2024,Booked
T0022665,TK4165,P000802,FL000165,14F,Economy,752,2/4/2024,Checked-In
T0022666,TK4166,P000194,FL000166,42E,Business,2167,2/5/2024,Booked
T0022667,TK4167,P000129,FL000167,6D,Economy,2334,2/6/2024,Cancelled
T0022668,TK4168,P002202,FL000168,26C,Premium Economy,4618,2/7/2024,Booked
T0022669,TK4169,P001039,FL000169,8E,Economy,4839,2/8/2024,Booked
T0022670,TK4170,P000360,FL000170,14B,Economy,4690,2/9/2024,Booked
T0022671,TK4171,P003553,FL000171,29B,Economy,759,2/10/2024,Checked-In
T0022672,TK4172,P000016,FL000172,16A,Economy,1207,2/11/2024,Booked
T0022673,TK4173,P000129,FL000173,10C,Economy,883,2/12/2024,Booked
T0022674,TK4174,P004110,FL000174,21E,Economy,2355,2/13/2024,Booked
T0022675,TK4175,P001856,FL000175,2A,Economy,5852,2/14/2024,Checked-In
T0022676,TK4176,P000005,FL000176,7C,Premium Economy,4568,2/15/2024,Checked-In
T0022677,TK4177,P004722,FL000177,18E,Business,13943,2/16/2024,Cancelled
T0022678,TK4178,P000862,FL000178,3C,Economy,6277,2/17/2024,Booked
T0022679,TK4179,P003129,FL000179,4C,Premium Economy,1718,2/18/2024,Booked
T0022680,TK4180,P000084,FL000180,3E,Premium Economy,3474,2/19/2024,Booked
T0022681,TK4181,P000088,FL000181,44D,Premium Economy,8548,2/20/2024,Booked
T0022682,TK4182,P000126,FL000182,2E,Premium Economy,1327,2/21/2024,Cancelled
T0022683,TK4183,P000893,FL000183,37D,Economy,1456,2/22/2024,Cancelled
T0022684,TK4184,P003586,FL000184,15A,Economy,5664,2/23/2024,Cancelled
T0022685,TK4185,P000336,FL000185,46F,Premium Economy,1942,2/24/2024,Booked
T0022686,TK4186,P000130,FL000186,43A,Economy,5139,2/25/2024,Checked-In
T0022687,TK4187,P000776,FL000187,52A,Business,8544,2/26/2024,Booked
T0022688,TK4188,P002124,FL000188,53B,Economy,1935,2/27/2024,Booked
T0022689,TK4189,P002840,FL000189,25B,Premium Economy,3878,2/28/2024,Booked
T0022690,TK4190,P001272,FL000190,55F,Economy,1038,2/29/2024,Checked-In
T0022691,TK4191,P004713,FL000191,52E,Economy,1987,3/1/2024,Checked-In
T0022692,TK4192,P000757,FL000192,23E,Economy,5465,3/2/2024,Checked-In
T0022693,TK4193,P000837,FL000193,23B,Economy,3016,3/3/2024,Booked
T0022694,TK4194,P000791,FL000194,32F,Economy,3495,3/4/2024,Booked
T0022695,TK4195,P000325,FL000195,35F,Economy,2539,3/5/2024,Checked-In
T0022696,TK4196,P000644,FL000196,38E,Economy,4167,3/6/2024,Checked-In
T0022697,TK4197,P001250,FL000197,54B,Economy,6111,3/7/2024,Booked
T0022698,TK4198,P000227,FL000198,48D,Economy,4044,3/8/2024,Booked
T0022699,TK4199,P002992,FL000199,55F,Economy,2005,3/9/2024,Checked-In
T0022700,TK4200,P000076,FL000200,60E,Economy,6320,3/10/2024,Booked
T0022701,TK4201,P004221,FL000201,14A,Premium Economy,1381,3/11/2024,Booked
T0022702,TK4202,P000811,FL000202,43C,Economy,980,3/12/2024,Checked-In
T0022703,TK4203,P001340,FL000203,58F,Economy,5308,3/13/2024,Checked-In
T0022704,TK4204,P000106,FL000204,46F,Premium Economy,1615,3/14/2024,Booked
T0022705,TK4205,P004866,FL000205,27D,Economy,5379,3/15/2024,Booked
T0022706,TK4206,P000117,FL000206,40A,Economy,3964,3/16/2024,Checked-In
T0022707,TK4207,P000997,FL000207,33C,Economy,5540,3/17/2024,Checked-In
T0022708,TK4208,P000305,FL000208,1D,Economy,1742,3/18/2024,Booked
T0022709,TK4209,P000238,FL000209,10C,Economy,1404,3/19/2024,Booked
T0022710,TK4210,P000145,FL000210,27A,Economy,4947,3/20/2024,Booked
T0022711,TK4211,P000453,FL000211,47C,Economy,1526,3/21/2024,Booked
T0022712,TK4212,P003832,FL000212,21F,Business,9522,3/22/2024,Booked
T0022713,TK4213,P000073,FL000213,53A,Economy,1718,3/23/2024,Booked
T0022714,TK4214,P000226,FL000214,56D,Business,3704,3/24/2024,Cancelled
T0022715,TK4215,P004241,FL000215,39C,Economy,2040,3/25/2024,Booked
T0022716,TK4216,P000207,FL000216,2A,Economy,2017,3/26/2024,Booked
T0022717,TK4217,P000049,FL000217,54A,Economy,4673,3/27/2024,Booked
T0022718,TK4218,P001170,FL000218,34E,Economy,5186,3/28/2024,Booked
T0022719,TK4219,P000655,FL000219,52D,Economy,3077,3/29/2024,Booked
T0022720,TK4220,P001788,FL000220,35F,Economy,956,3/30/2024,Booked
T0022721,TK4221,P000548,FL000221,55A,Business,2898,3/31/2024,Booked
T0022722,TK4222,P000591,FL000222,6E,Economy,1572,4/1/2024,Booked
T0022723,TK4223,P000241,FL000223,24F,Economy,4823,4/2/2024,Checked-In
T0022724,TK4224,P000443,FL000224,3B,Economy,1695,4/3/2024,Checked-In
T0022725,TK4225,P000159,FL000225,51F,Business,8582,4/4/2024,Checked-In
T0022726,TK4226,P000393,FL000226,9B,Economy,5571,4/5/2024,Booked
T0022727,TK4227,P002698,FL000227,26C,Economy,5471,4/6/2024,Cancelled
T0022728,TK4228,P000806,FL000228,33B,Economy,5759,4/7/2024,Checked-In
T0022729,TK4229,P000366,FL000229,59B,Economy,1024,4/8/2024,Booked
T0022730,TK4230,P000072,FL000230,25E,Premium Economy,7255,4/9/2024,Booked
T0022731,TK4231,P000132,FL000231,24B,Economy,5107,4/10/2024,Booked
T0022732,TK4232,P000488,FL000232,9A,Economy,5183,4/11/2024,Booked
T0022733,TK4233,P000781,FL000233,43C,Economy,4895,4/12/2024,Booked
T0022734,TK4234,P003183,FL000234,45D,Economy,4526,4/13/2024,Booked
T0022735,TK4235,P004376,FL000235,3E,Economy,604,4/14/2024,Booked
T0022736,TK4236,P000734,FL000236,55A,Economy,3200,4/15/2024,Booked
T0022737,TK4237,P000915,FL000237,2B,Business,18546,4/16/2024,Booked
T0022738,TK4238,P002196,FL000238,16B,Economy,1446,4/17/2024,Booked
T0022739,TK4239,P000281,FL000239,1A,Economy,1905,4/18/2024,Booked
T0022740,TK4240,P000874,FL000240,20A,Economy,5799,4/19/2024,Booked
T0022741,TK4241,P004144,FL000241,52D,Premium Economy,2461,4/20/2024,Checked-In
T0022742,TK4242,P000637,FL000242,49D,Premium Economy,6882,4/21/2024,Booked
T0022743,TK4243,P001243,FL000243,22F,Premium Economy,1496,4/22/2024,Booked
T0022744,TK4244,P000829,FL000244,4E,Economy,5723,4/23/2024,Booked
T0022745,TK4245,P004829,FL000245,35A,Economy,5500,4/24/2024,Checked-In
T0022746,TK4246,P001180,FL000246,9E,Premium Economy,9435,4/25/2024,Booked
T0022747,TK4247,P004822,FL000247,39E,Economy,4309,4/26/2024,Booked
T0022748,TK4248,P000030,FL000248,27A,Economy,5190,4/27/2024,Cancelled
T0022749,TK4249,P000101,FL000249,15E,Economy,3162,4/28/2024,Booked
T0022750,TK4250,P004909,FL000250,48D,Economy,4975,4/29/2024,Checked-In
T0022751,TK4251,P002158,FL000251,38F,Premium Economy,10028,4/30/2024,Checked-In
T0022752,TK4252,P000435,FL000252,38C,Economy,1259,5/1/2024,Checked-In
T0022753,TK4253,P000698,FL000253,36C,Premium Economy,1973,5/2/2024,Booked
T0022754,TK4254,P004422,FL000254,29B,Premium Economy,2077,5/3/2024,Booked
T0022755,TK4255,P004212,FL000255,48A,Economy,1270,5/4/2024,Checked-In
T0022756,TK4256,P000198,FL000256,42D,Economy,1558,5/5/2024,Booked
T0022757,TK4257,P000490,FL000257,26E,Business,4857,5/6/2024,Cancelled
T0022758,TK4258,P000825,FL000258,52D,Economy,4955,5/7/2024,Booked
T0022759,TK4259,P003922,FL000259,26D,Premium Economy,5863,5/8/2024,Booked
T0022760,TK4260,P003592,FL000260,46A,Economy,3609,5/9/2024,Cancelled
T0022761,TK4261,P000176,FL000261,30E,Economy,5435,5/10/2024,Cancelled
T0022762,TK4262,P001563,FL000262,12A,Economy,2698,5/11/2024,Checked-In
T0022763,TK4263,P000083,FL000263,6E,Economy,996,5/12/2024,Booked
T0022764,TK4264,P000149,FL000264,27C,Economy,5574,5/13/2024,Booked
T0022765,TK4265,P000585,FL000265,42F,Economy,947,5/14/2024,Booked
T0022766,TK4266,P002725,FL000266,7E,Business,20217,5/15/2024,Checked-In
T0022767,TK4267,P000484,FL000267,57E,Economy,5794,5/16/2024,Booked
T0022768,TK4268,P000497,FL000268,20C,Business,2505,5/17/2024,Booked
